lot,ID,Version,Flags,Serial Number,Name,PID
kns-onk-j,303,n9000-13.0(1k),aliv,FDO22090ZPW,bleaf-kns-onk-j3,N9K-C9396PX
kns-onk-j,304,n9000-13.0(1k),aliv,SAL2037UZ70,bleaf-kns-onk-j4,N9K-C9396PX
kns-onk-j,1010,n9000-13.0(1k),aliv,FDO21272SWY,aleaf-kns-onk-j01-0,N9K-C9396PX
kns-onk-j,1011,n9000-13.0(1k),aliv,FDO21272TAB,aleaf-kns-onk-j01-1,N9K-C9396PX
kns-onk-j,1020,n9000-13.0(1k),aliv,FDO21272TD9,aleaf-kns-onk-j02-0,N9K-C9396PX
kns-onk-j,1021,n9000-13.0(1k),aliv,FDO2148181Z,aleaf-kns-onk-j02-1,N9K-C9396PX
kns-onk-j,1030,n9000-13.0(1k),aliv,SAL1939PWCV,aleaf-kns-onk-j03-0,N9K-C9396PX
kns-onk-j,1031,n9000-13.0(1k),aliv,SAL1951VHTS,aleaf-kns-onk-j03-1,N9K-C9396PX
kns-onk-j,1040,n9000-13.0(1k),aliv,SAL2028T68E,aleaf-kns-onk-j04-0,N9K-C9396PX
kns-onk-j,1041,n9000-13.0(1k),aliv,SAL2032UBCN,aleaf-kns-onk-j04-1,N9K-C9396PX
kns-onk-j,1050,n9000-13.0(1k),aliv,SAL2034UP59,aleaf-kns-onk-j05-0,N9K-C9396PX
kns-onk-j,1051,n9000-13.0(1k),aliv,SAL2034UP6T,aleaf-kns-onk-j05-1,N9K-C9396PX
kns-onk-j,1060,n9000-13.0(1k),aliv,FDO2044103N,aleaf-kns-onk-j06-0,N9K-C9396TX
kns-onk-j,1061,n9000-13.0(1k),aliv,FDO204506VJ,aleaf-kns-onk-j06-1,N9K-C9396TX
kns-onk-j,1070,n9000-13.0(1k),aliv,FDO204506VV,aleaf-kns-onk-j07-0,N9K-C9396TX
kns-onk-j,1071,n9000-13.0(1k),aliv,FDO205204ZM,aleaf-kns-onk-j07-1,N9K-C9396TX
kns-onk-j,1080,n9000-13.0(1k),aliv,FDO210405AJ,aleaf-kns-onk-j08-0,N9K-C9396TX
kns-onk-j,1081,n9000-13.0(1k),aliv,FDO21060YVG,aleaf-kns-onk-j08-1,N9K-C9396TX
kns-onk-j,1090,n9000-13.0(1k),aliv,FDO21060YXG,aleaf-kns-onk-j09-0,N9K-C9396TX
kns-onk-j,1091,n9000-13.0(1k),aliv,FDO211021JH,aleaf-kns-onk-j09-1,N9K-C9396TX
kns-onk-j,1100,n9000-13.0(1k),aliv,FDO211021JK,aleaf-kns-onk-j10-0,N9K-C9396TX
kns-onk-j,1101,n9000-13.0(1k),aliv,FDO211021JN,aleaf-kns-onk-j10-1,N9K-C9396TX
kns-onk-j,1110,n9000-13.0(1k),aliv,FDO211021JS,aleaf-kns-onk-j11-0,N9K-C9396TX
kns-onk-j,1111,n9000-13.0(1k),aliv,FDO211021LC,aleaf-kns-onk-j11-1,N9K-C9396TX
kns-onk-j,1120,n9000-13.0(1k),aliv,FDO211021KK,aleaf-kns-onk-j12-0,N9K-C9396TX
kns-onk-j,1121,n9000-13.0(1k),aliv,FDO211021LH,aleaf-kns-onk-j12-1,N9K-C9396TX
kns-onk-j,1130,n9000-13.0(1k),aliv,FDO211021LZ,aleaf-kns-onk-j13-0,N9K-C9396TX
kns-onk-j,1131,n9000-13.0(1k),aliv,FDO21111P9P,aleaf-kns-onk-j13-1,N9K-C9396TX
kns-onk-j,1140,n9000-13.0(1k),aliv,FDO21111PBY,aleaf-kns-onk-j14-0,N9K-C9396TX
kns-onk-j,1141,n9000-13.0(1k),aliv,FDO21111PCE,aleaf-kns-onk-j14-1,N9K-C9396TX
kns-onk-j,1150,n9000-13.0(1k),aliv,FDO21231TP8,aleaf-kns-onk-j15-0,N9K-C9396TX
kns-onk-j,1151,n9000-13.0(1k),aliv,FDO213903FZ,aleaf-kns-onk-j15-1,N9K-C9396TX
kns-onk-j,1160,n9000-13.0(1k),aliv,FDO213903WP,aleaf-kns-onk-j16-0,N9K-C9396TX
kns-onk-j,1161,n9000-13.0(1k),aliv,FDO213903WZ,aleaf-kns-onk-j16-1,N9K-C9396TX
kns-onk-j,1170,n9000-13.0(1k),aliv,FDO21491EC8,aleaf-kns-onk-j17-0,N9K-C9396TX
kns-onk-j,1171,n9000-13.0(1k),aliv,FDO22020JN9,aleaf-kns-onk-j17-1,N9K-C9396TX
kns-osk-b,201,n9000-13.2(1m),asiv,FGE23315Y2J,spine-kns-osk-b1,N9K-SUP-A+
kns-osk-b,202,n9000-13.2(1m),asiv,FGE23335YML,spine-kns-osk-b2,N9K-SUP-A+
kns-osk-b,203,n9000-13.2(1m),asiv,FGE23335YN8,spine-kns-osk-b3,N9K-SUP-A+
kns-osk-b,301,n9000-13.2(1m),aliv,FDO23390NWQ,bleaf-kns-osk-b1,N9K-C93180YC-FX
kns-osk-b,302,n9000-13.2(1m),aliv,FDO23390NWS,bleaf-kns-osk-b2,N9K-C93180YC-FX
kns-osk-b,303,n9000-13.2(1m),aliv,FDO23390NWT,bleaf-kns-osk-b3,N9K-C93180YC-FX
kns-osk-b,304,n9000-13.2(1m),aliv,FDO233615HU,bleaf-kns-osk-b4,N9K-C93180YC-FX
kns-osk-b,1010,n9000-13.2(1m),aliv,FDO23280PSE,aleaf-kns-osk-b01-0,N9K-C93108TC-FX
kns-osk-b,1011,n9000-13.2(1m),aliv,FDO23280PSN,aleaf-kns-osk-b01-1,N9K-C93108TC-FX
kns-osk-b,1020,n9000-13.2(1m),aliv,FDO23280Q8W,aleaf-kns-osk-b02-0,N9K-C93108TC-FX
kns-osk-b,1021,n9000-13.2(1m),aliv,FDO23310JT2,aleaf-kns-osk-b02-1,N9K-C93108TC-FX
kns-osk-b,1030,n9000-13.2(1m),aliv,FDO23310JT7,aleaf-kns-osk-b03-0,N9K-C93108TC-FX
kns-osk-b,1031,n9000-13.2(1m),aliv,FDO23310JUV,aleaf-kns-osk-b03-1,N9K-C93108TC-FX
kns-osk-b,1040,n9000-13.2(1m),aliv,FDO23310JWL,aleaf-kns-osk-b04-0,N9K-C93108TC-FX
kns-osk-b,1041,n9000-13.2(1m),aliv,FDO23310KVF,aleaf-kns-osk-b04-1,N9K-C93108TC-FX
kns-osk-b,1050,n9000-13.2(1m),aliv,FDO23310KVL,aleaf-kns-osk-b05-0,N9K-C93108TC-FX
kns-osk-b,1051,n9000-13.2(1m),aliv,FDO23310KXZ,aleaf-kns-osk-b05-1,N9K-C93108TC-FX
kns-osk-b,1060,n9000-13.2(1m),aliv,FDO23310KY3,aleaf-kns-osk-b06-0,N9K-C93108TC-FX
kns-osk-b,1061,n9000-13.2(1m),aliv,FDO23310KZF,aleaf-kns-osk-b06-1,N9K-C93108TC-FX
kns-osk-b,1070,n9000-13.2(1m),aliv,FDO23310KZL,aleaf-kns-osk-b07-0,N9K-C93108TC-FX
kns-osk-b,1071,n9000-13.2(1m),aliv,FDO23310L14,aleaf-kns-osk-b07-1,N9K-C93108TC-FX
kns-osk-b,1080,n9000-13.2(1m),aliv,FDO23310L16,aleaf-kns-osk-b08-0,N9K-C93108TC-FX
kns-osk-b,1081,n9000-13.2(1m),aliv,FDO23310L35,aleaf-kns-osk-b08-1,N9K-C93108TC-FX
kns-osk-b,1090,n9000-13.2(1m),aliv,FDO23310L3G,aleaf-kns-osk-b09-0,N9K-C93108TC-FX
kns-osk-b,1091,n9000-13.2(1m),aliv,FDO233502MH,aleaf-kns-osk-b09-1,N9K-C93108TC-FX
kns-osk-b,1100,n9000-13.2(1m),aliv,FDO233502PY,aleaf-kns-osk-b10-0,N9K-C93108TC-FX
kns-osk-b,1101,n9000-13.2(1m),aliv,FDO233502VB,aleaf-kns-osk-b10-1,N9K-C93108TC-FX
kns-osk-b,1110,n9000-13.2(1m),aliv,FDO233502VC,aleaf-kns-osk-b11-0,N9K-C93108TC-FX
kns-osk-b,1111,n9000-13.2(1m),aliv,FDO233502WM,aleaf-kns-osk-b11-1,N9K-C93108TC-FX
kns-osk-b,1120,n9000-13.2(1m),aliv,FDO233502X2,aleaf-kns-osk-b12-0,N9K-C93108TC-FX
kns-osk-b,1121,n9000-13.2(1m),aliv,FDO2335033B,aleaf-kns-osk-b12-1,N9K-C93108TC-FX
kns-osk-b,1130,n9000-13.2(1m),aliv,FDO233605Z8,aleaf-kns-osk-b13-0,N9K-C93108TC-FX
kns-osk-b,1131,n9000-13.2(1m),aliv,FDO233701DB,aleaf-kns-osk-b13-1,N9K-C93108TC-FX
kns-osk-b,1140,n9000-13.2(1m),aliv,FDO233813NH,aleaf-kns-osk-b14-0,N9K-C93108TC-FX
kns-osk-b,1141,n9000-13.2(1m),aliv,FDO233813TN,aleaf-kns-osk-b14-1,N9K-C93108TC-FX
kns-osk-b,1150,n9000-13.2(1m),aliv,FDO233814GZ,aleaf-kns-osk-b15-0,N9K-C93108TC-FX
kns-osk-b,1151,n9000-13.2(1m),aliv,FDO233814H3,aleaf-kns-osk-b15-1,N9K-C93108TC-FX
kns-osk-b,1160,n9000-13.2(1m),aliv,FDO233814H7,aleaf-kns-osk-b16-0,N9K-C93108TC-FX
kns-osk-b,1161,n9000-13.2(1m),aliv,FDO233814JF,aleaf-kns-osk-b16-1,N9K-C93108TC-FX
kns-osk-b,1170,n9000-13.2(1m),aliv,FDO233814JH,aleaf-kns-osk-b17-0,N9K-C93108TC-FX
kns-osk-b,1171,n9000-13.2(1m),aliv,FDO233814NP,aleaf-kns-osk-b17-1,N9K-C93108TC-FX
kns-osk-a,201,n9000-13.2(1m),asiv,FGE23345ZDC,spine-kns-osk-a1,N9K-SUP-A+
kns-osk-a,202,n9000-13.2(1m),asiv,FGE23345ZPW,spine-kns-osk-a2,N9K-SUP-A+
kns-osk-a,203,n9000-13.2(1m),asiv,FGE233660AF,spine-kns-osk-a3,N9K-SUP-A+
kns-osk-a,301,n9000-13.2(1m),aliv,FDO23370LSM,bleaf-kns-osk-a1,N9K-C93180YC-FX
kns-osk-a,302,n9000-13.2(1m),aliv,FDO23370LU7,bleaf-kns-osk-a2,N9K-C93180YC-FX
kns-osk-a,303,n9000-13.2(1m),aliv,FDO23370LX0,bleaf-kns-osk-a3,N9K-C93180YC-FX
kns-osk-a,304,n9000-13.2(1m),aliv,FDO23390NUK,bleaf-kns-osk-a4,N9K-C93180YC-FX
kns-osk-a,1010,n9000-13.2(1m),aliv,FDO23280Q8H,aleaf-kns-osk-a01-0,N9K-C93108TC-FX
kns-osk-a,1011,n9000-13.2(1m),aliv,FDO23280Q8U,aleaf-kns-osk-a01-1,N9K-C93108TC-FX
kns-osk-a,1020,n9000-13.2(1m),aliv,FDO23280Q9E,aleaf-kns-osk-a02-0,N9K-C93108TC-FX
kns-osk-a,1021,n9000-13.2(1m),aliv,FDO23280QAV,aleaf-kns-osk-a02-1,N9K-C93108TC-FX
kns-osk-a,1030,n9000-13.2(1m),aliv,FDO23310JT6,aleaf-kns-osk-a03-0,N9K-C93108TC-FX
kns-osk-a,1031,n9000-13.2(1m),aliv,FDO23310JUG,aleaf-kns-osk-a03-1,N9K-C93108TC-FX
kns-osk-a,1040,n9000-13.2(1m),aliv,FDO23310JY0,aleaf-kns-osk-a04-0,N9K-C93108TC-FX
kns-osk-a,1041,n9000-13.2(1m),aliv,FDO23310KUH,aleaf-kns-osk-a04-1,N9K-C93108TC-FX
kns-osk-a,1050,n9000-13.2(1m),aliv,FDO23310KYA,aleaf-kns-osk-a05-0,N9K-C93108TC-FX
kns-osk-a,1051,n9000-13.2(1m),aliv,FDO23310KYQ,aleaf-kns-osk-a05-1,N9K-C93108TC-FX
kns-osk-a,1060,n9000-13.2(1m),aliv,FDO23310KZ5,aleaf-kns-osk-a06-0,N9K-C93108TC-FX
kns-osk-a,1061,n9000-13.2(1m),aliv,FDO23310KZB,aleaf-kns-osk-a06-1,N9K-C93108TC-FX
kns-osk-a,1070,n9000-13.2(1m),aliv,FDO232604X9,aleaf-kns-osk-a07-0,N9K-C93108TC-FX
kns-osk-a,1071,n9000-13.2(1m),aliv,FDO23310KZN,aleaf-kns-osk-a07-1,N9K-C93108TC-FX
kns-osk-a,1080,n9000-13.2(1m),aliv,FDO23310KZU,aleaf-kns-osk-a08-0,N9K-C93108TC-FX
kns-osk-a,1081,n9000-13.2(1m),aliv,FDO23310L3E,aleaf-kns-osk-a08-1,N9K-C93108TC-FX
kns-osk-a,1090,n9000-13.2(1m),aliv,FDO23310L3J,aleaf-kns-osk-a09-0,N9K-C93108TC-FX
kns-osk-a,1091,n9000-13.2(1m),aliv,FDO233502MC,aleaf-kns-osk-a09-1,N9K-C93108TC-FX
kns-osk-a,1100,n9000-13.2(1m),aliv,FDO233502MD,aleaf-kns-osk-a10-0,N9K-C93108TC-FX
kns-osk-a,1101,n9000-13.2(1m),aliv,FDO233502MF,aleaf-kns-osk-a10-1,N9K-C93108TC-FX
kns-osk-a,1110,n9000-13.2(1m),aliv,FDO233502MG,aleaf-kns-osk-a11-0,N9K-C93108TC-FX
kns-osk-a,1111,n9000-13.2(1m),aliv,FDO233502MJ,aleaf-kns-osk-a11-1,N9K-C93108TC-FX
kns-osk-a,1120,n9000-13.2(1m),aliv,FDO233701GZ,aleaf-kns-osk-a12-0,N9K-C93108TC-FX
kns-osk-a,1121,n9000-13.2(1m),aliv,FDO233701HM,aleaf-kns-osk-a12-1,N9K-C93108TC-FX
kns-osk-a,1130,n9000-13.2(1m),aliv,FDO233701M9,aleaf-kns-osk-a13-0,N9K-C93108TC-FX
kns-osk-a,1131,n9000-13.2(1m),aliv,FDO233813UA,aleaf-kns-osk-a13-1,N9K-C93108TC-FX
kns-osk-a,1140,n9000-13.2(1m),aliv,FDO233814CD,aleaf-kns-osk-a14-0,N9K-C93108TC-FX
kns-osk-a,1141,n9000-13.2(1m),aliv,FDO233814CJ,aleaf-kns-osk-a14-1,N9K-C93108TC-FX
kns-osk-a,1150,n9000-13.2(1m),aliv,FDO233814GB,aleaf-kns-osk-a15-0,N9K-C93108TC-FX
kns-osk-a,1151,n9000-13.2(1m),aliv,FDO233814GF,aleaf-kns-osk-a15-1,N9K-C93108TC-FX
kns-osk-a,1160,n9000-13.2(1m),aliv,FDO233814HA,aleaf-kns-osk-a16-0,N9K-C93108TC-FX
kns-osk-a,1161,n9000-13.2(1m),aliv,FDO233814JG,aleaf-kns-osk-a16-1,N9K-C93108TC-FX
kns-osk-a,1170,n9000-13.2(1m),aliv,FDO233814JJ,aleaf-kns-osk-a17-0,N9K-C93108TC-FX
kns-osk-a,1171,n9000-13.2(1m),aliv,FDO233814NQ,aleaf-kns-osk-a17-1,N9K-C93108TC-FX
kys-ksi-a,201,n9000-13.0(1k),asiv,FGE20360S5N,spine-kys-ksi-a1,N9K-SUP-A
kys-ksi-a,202,n9000-13.0(1k),asiv,FGE20370SQD,spine-kys-ksi-a2,N9K-SUP-A
kys-ksi-a,203,n9000-13.0(1k),asiv,FGE20380TKF,spine-kys-ksi-a3,N9K-SUP-A
kys-ksi-a,301,n9000-13.0(1k),aliv,SAL2037UZ9V,bleaf-kys-ksi-a1,N9K-C9396PX
kys-ksi-a,302,n9000-13.0(1k),aliv,SAL2034UPBU,bleaf-kys-ksi-a2,N9K-C9396PX
kys-ksi-a,303,n9000-13.0(1k),aliv,SAL2034UP88,bleaf-kys-ksi-a3,N9K-C9396PX
kys-ksi-a,304,n9000-13.0(1k),aliv,SAL2035UU1D,bleaf-kys-ksi-a4,N9K-C9396PX
kys-ksi-a,1010,n9000-13.0(1k),aliv,SAL2034UPDY,aleaf-kys-ksi-a01-0,N9K-C9396PX
kys-ksi-a,1011,n9000-13.0(1k),aliv,SAL2037UZ96,aleaf-kys-ksi-a01-1,N9K-C9396PX
kys-ksi-a,1020,n9000-13.0(1k),aliv,SAL2034UP8E,aleaf-kys-ksi-a02-0,N9K-C9396PX
kys-ksi-a,1021,n9000-13.0(1k),aliv,SAL2037UZCA,aleaf-kys-ksi-a02-1,N9K-C9396PX
kys-ksi-a,1030,n9000-13.0(1k),aliv,SAL2037UZ8G,aleaf-kys-ksi-a03-0,N9K-C9396PX
kys-ksi-a,1031,n9000-13.0(1k),aliv,SAL2034UP5N,aleaf-kys-ksi-a03-1,N9K-C9396PX
kys-ksi-a,1040,n9000-13.0(1k),aliv,SAL2035UTZJ,aleaf-kys-ksi-a04-0,N9K-C9396PX
kys-ksi-a,1041,n9000-13.0(1k),aliv,SAL2034UPC8,aleaf-kys-ksi-a04-1,N9K-C9396PX
kys-ksi-a,1050,n9000-13.0(1k),aliv,SAL2035UTZ6,aleaf-kys-ksi-a05-0,N9K-C9396PX
kys-ksi-a,1051,n9000-13.0(1k),aliv,SAL2034UPDN,aleaf-kys-ksi-a05-1,N9K-C9396PX
kys-ksi-a,1060,n9000-13.0(1k),aliv,FDO211021KB,aleaf-kys-ksi-a06-0,N9K-C9396TX
kys-ksi-a,1061,n9000-13.0(1k),aliv,FDO210405BG,aleaf-kys-ksi-a06-1,N9K-C9396TX
kys-ksi-a,1070,n9000-13.0(1k),aliv,FDO21060YW9,aleaf-kys-ksi-a07-0,N9K-C9396TX
kys-ksi-a,1071,n9000-13.0(1k),aliv,FDO211021JJ,aleaf-kys-ksi-a07-1,N9K-C9396TX
kys-ksi-a,1080,n9000-13.0(1k),aliv,FDO211021K3,aleaf-kys-ksi-a08-0,N9K-C9396TX
kys-ksi-a,1081,n9000-13.0(1k),aliv,FDO211021KQ,aleaf-kys-ksi-a08-1,N9K-C9396TX
kys-ksi-a,1090,n9000-13.0(1k),aliv,FDO211021KP,aleaf-kys-ksi-a09-0,N9K-C9396TX
kys-ksi-a,1091,n9000-13.0(1k),aliv,FDO210405B0,aleaf-kys-ksi-a09-1,N9K-C9396TX
kys-ksi-a,1100,n9000-13.0(1k),aliv,FDO211021L4,aleaf-kys-ksi-a10-0,N9K-C9396TX
kys-ksi-a,1101,n9000-13.0(1k),aliv,FDO211021JF,aleaf-kys-ksi-a10-1,N9K-C9396TX
kys-ksi-a,1110,n9000-13.0(1k),aliv,FDO211021KJ,aleaf-kys-ksi-a11-0,N9K-C9396TX
kys-ksi-a,1111,n9000-13.0(1k),aliv,FDO21060YWA,aleaf-kys-ksi-a11-1,N9K-C9396TX
kys-ksi-a,1120,n9000-13.0(1k),aliv,FDO211021KM,aleaf-kys-ksi-a12-0,N9K-C9396TX
kys-ksi-a,1121,n9000-13.0(1k),aliv,FDO211021KX,aleaf-kys-ksi-a12-1,N9K-C9396TX
kys-ksi-a,1130,n9000-13.0(1k),aliv,FDO211021JG,aleaf-kys-ksi-a13-0,N9K-C9396TX
kys-ksi-a,1131,n9000-13.0(1k),aliv,FDO21060YVW,aleaf-kys-ksi-a13-1,N9K-C9396TX
kys-ksi-a,1140,n9000-13.0(1k),aliv,FDO211021M5,aleaf-kys-ksi-a14-0,N9K-C9396TX
kys-ksi-a,1141,n9000-13.0(1k),aliv,FDO21060YWP,aleaf-kys-ksi-a14-1,N9K-C9396TX
kys-ksi-a,1150,n9000-13.0(1k),aliv,FDO211021JU,aleaf-kys-ksi-a15-0,N9K-C9396TX
kys-ksi-a,1151,n9000-13.0(1k),aliv,FDO21060YY2,aleaf-kys-ksi-a15-1,N9K-C9396TX
kys-ksi-a,1160,n9000-13.0(1k),aliv,FDO211021L0,aleaf-kys-ksi-a16-0,N9K-C9396TX
kys-ksi-a,1161,n9000-13.0(1k),aliv,FDO211021JL,aleaf-kys-ksi-a16-1,N9K-C9396TX
kys-ksi-a,1170,n9000-13.0(1k),aliv,FDO211021KT,aleaf-kys-ksi-a17-0,N9K-C9396TX
kys-ksi-a,1171,n9000-13.0(1k),aliv,FDO21111PBA,aleaf-kys-ksi-a17-1,N9K-C9396TX
kys-ksi-b,201,n9000-13.0(1k),asiv,FGE21352JRB,spine-kys-ksi-b1,N9K-SUP-A
kys-ksi-b,202,n9000-13.0(1k),asiv,FGE21352KHK,spine-kys-ksi-b2,N9K-SUP-A
kys-ksi-b,203,n9000-13.0(1k),asiv,FGE21352KHL,spine-kys-ksi-b3,N9K-SUP-A
kys-ksi-b,301,n9000-13.0(1k),aliv,FDO220216H1,bleaf-kys-ksi-b1,N9K-C9396PX
kys-ksi-b,302,n9000-13.0(1k),aliv,FDO220216H8,bleaf-kys-ksi-b2,N9K-C9396PX
kys-ksi-b,303,n9000-13.0(1k),aliv,FDO214512SF,bleaf-kys-ksi-b3,N9K-C9396PX
kys-ksi-b,304,n9000-13.0(1k),aliv,FDO220216HY,bleaf-kys-ksi-b4,N9K-C9396PX
kys-ksi-b,1010,n9000-13.0(1k),aliv,FDO21331ZYC,aleaf-kys-ksi-b01-0,N9K-C9396PX
kys-ksi-b,1011,n9000-13.0(1k),aliv,FDO214818AZ,aleaf-kys-ksi-b01-1,N9K-C9396PX
kys-ksi-b,1020,n9000-13.0(1k),aliv,FDO220216HH,aleaf-kys-ksi-b02-0,N9K-C9396PX
kys-ksi-b,1021,n9000-13.0(1k),aliv,FDO220216HM,aleaf-kys-ksi-b02-1,N9K-C9396PX
kys-ksi-b,1030,n9000-13.0(1k),aliv,FDO220216H3,aleaf-kys-ksi-b03-0,N9K-C9396PX
kys-ksi-b,1031,n9000-13.0(1k),aliv,FDO21331ZT0,aleaf-kys-ksi-b03-1,N9K-C9396PX
kys-ksi-b,1040,n9000-13.0(1k),aliv,FDO21331ZX0,aleaf-kys-ksi-b04-0,N9K-C9396PX
kys-ksi-b,1041,n9000-13.0(1k),aliv,FDO21331ZXL,aleaf-kys-ksi-b04-1,N9K-C9396PX
kys-ksi-b,1050,n9000-13.0(1k),aliv,FDO220216HK,aleaf-kys-ksi-b05-0,N9K-C9396PX
kys-ksi-b,1051,n9000-13.0(1k),aliv,FDO212226AV,aleaf-kys-ksi-b05-1,N9K-C9396PX
kys-ksi-b,1060,n9000-13.0(1k),aliv,FDO22020JMP,aleaf-kys-ksi-b06-0,N9K-C9396TX
kys-ksi-b,1061,n9000-13.0(1k),aliv,FDO21491EBB,aleaf-kys-ksi-b06-1,N9K-C9396TX
kys-ksi-b,1070,n9000-13.0(1k),aliv,FDO213903GW,aleaf-kys-ksi-b07-0,N9K-C9396TX
kys-ksi-b,1071,n9000-13.0(1k),aliv,FDO22020JML,aleaf-kys-ksi-b07-1,N9K-C9396TX
kys-ksi-b,1080,n9000-13.0(1k),aliv,FDO22020JMU,aleaf-kys-ksi-b08-0,N9K-C9396TX
kys-ksi-b,1081,n9000-13.0(1k),aliv,FDO21491ECU,aleaf-kys-ksi-b08-1,N9K-C9396TX
kys-ksi-b,1090,n9000-13.0(1k),aliv,FDO21491EAT,aleaf-kys-ksi-b09-0,N9K-C9396TX
kys-ksi-b,1091,n9000-13.0(1k),aliv,FDO22020JM8,aleaf-kys-ksi-b09-1,N9K-C9396TX
kys-ksi-b,1100,n9000-13.0(1k),aliv,FDO22020JN6,aleaf-kys-ksi-b10-0,N9K-C9396TX
kys-ksi-b,1101,n9000-13.0(1k),aliv,FDO21491ED4,aleaf-kys-ksi-b10-1,N9K-C9396TX
kys-ksi-b,1110,n9000-13.0(1k),aliv,FDO21491EB9,aleaf-kys-ksi-b11-0,N9K-C9396TX
kys-ksi-b,1111,n9000-13.0(1k),aliv,FDO22020JNJ,aleaf-kys-ksi-b11-1,N9K-C9396TX
kys-ksi-b,1120,n9000-13.0(1k),aliv,FDO214810QX,aleaf-kys-ksi-b12-0,N9K-C9396TX
kys-ksi-b,1121,n9000-13.0(1k),aliv,FDO22020JNE,aleaf-kys-ksi-b12-1,N9K-C9396TX
kys-ksi-b,1130,n9000-13.0(1k),aliv,FDO21491EBK,aleaf-kys-ksi-b13-0,N9K-C9396TX
kys-ksi-b,1131,n9000-13.0(1k),aliv,FDO21491EC7,aleaf-kys-ksi-b13-1,N9K-C9396TX
kys-ksi-b,1140,n9000-13.0(1k),aliv,FDO22020JMQ,aleaf-kys-ksi-b14-0,N9K-C9396TX
kys-ksi-b,1141,n9000-13.0(1k),aliv,FDO21491EB2,aleaf-kys-ksi-b14-1,N9K-C9396TX
kys-ksi-b,1150,n9000-13.0(1k),aliv,FDO22020JNC,aleaf-kys-ksi-b15-0,N9K-C9396TX
kys-ksi-b,1151,n9000-13.0(1k),aliv,FDO22020JMC,aleaf-kys-ksi-b15-1,N9K-C9396TX
kys-ksi-b,1160,n9000-13.0(1k),aliv,FDO21491ECV,aleaf-kys-ksi-b16-0,N9K-C9396TX
kys-ksi-b,1161,n9000-13.0(1k),aliv,FDO22020JM6,aleaf-kys-ksi-b16-1,N9K-C9396TX
kys-ksi-b,1170,n9000-13.0(1k),aliv,FDO211021MC,aleaf-kys-ksi-b17-0,N9K-C9396TX
kys-ksi-b,1171,n9000-13.0(1k),aliv,FDO211021L6,aleaf-kys-ksi-b17-1,N9K-C9396TX
kys-hkt-a,201,n9000-13.2(1m),asiv,FGE23345ZQF,spine-kys-hkt-a1,N9K-SUP-A+
kys-hkt-a,202,n9000-13.2(1m),asiv,FGE23125MDQ,spine-kys-hkt-a2,N9K-SUP-A+
kys-hkt-a,203,n9000-13.2(1m),asiv,FGE23115MBJ,spine-kys-hkt-a3,N9K-SUP-A+
kys-hkt-a,301,n9000-13.2(1m),aliv,FDO23341AA7,bleaf-kys-hkt-a1,N9K-C93180YC-FX
kys-hkt-a,302,n9000-13.2(1m),aliv,FDO23341A9Y,bleaf-kys-hkt-a2,N9K-C93180YC-FX
kys-hkt-a,303,n9000-13.2(1m),aliv,FDO23341ABU,bleaf-kys-hkt-a3,N9K-C93180YC-FX
kys-hkt-a,304,n9000-13.2(1m),aliv,FDO233419U0,bleaf-kys-hkt-a4,N9K-C93180YC-FX
kys-hkt-a,305,n9000-13.2(1m),aliv,FDO26041071,bleaf-kys-hkt-a5,N9K-C93180YC-FX
kys-hkt-a,306,n9000-13.2(1m),aliv,FDO26041U5J,bleaf-kys-hkt-a6,N9K-C93180YC-FX
kys-hkt-a,307,n9000-13.2(1m),aliv,FDO26041UBM,bleaf-kys-hkt-a7,N9K-C93180YC-FX
kys-hkt-a,308,n9000-13.2(1m),aliv,FDO26041UG5,bleaf-kys-hkt-a8,N9K-C93180YC-FX
kys-hkt-a,1010,n9000-13.2(1m),aliv,FDO24200HFZ,aleaf-kys-hkt-a01-0,N9K-C93108TC-FX
kys-hkt-a,1011,n9000-13.2(1m),aliv,FDO24200HK3,aleaf-kys-hkt-a01-1,N9K-C93108TC-FX
kys-hkt-a,1020,n9000-13.2(1m),aliv,FDO24191CK9,aleaf-kys-hkt-a02-0,N9K-C93108TC-FX
kys-hkt-a,1021,n9000-13.2(1m),aliv,FDO24200HKS,aleaf-kys-hkt-a02-1,N9K-C93108TC-FX
kys-hkt-a,1030,n9000-13.2(1m),aliv,FDO24200HF9,aleaf-kys-hkt-a03-0,N9K-C93108TC-FX
kys-hkt-a,1031,n9000-13.2(1m),aliv,FDO24200HF8,aleaf-kys-hkt-a03-1,N9K-C93108TC-FX
kys-hkt-a,1040,n9000-13.2(1m),aliv,FDO24200HHL,aleaf-kys-hkt-a04-0,N9K-C93108TC-FX
kys-hkt-a,1041,n9000-13.2(1m),aliv,FDO24200HJY,aleaf-kys-hkt-a04-1,N9K-C93108TC-FX
kys-hkt-a,1050,n9000-13.2(1m),aliv,FDO24200HE5,aleaf-kys-hkt-a05-0,N9K-C93108TC-FX
kys-hkt-a,1051,n9000-13.2(1m),aliv,FDO24200HFX,aleaf-kys-hkt-a05-1,N9K-C93108TC-FX
kys-hkt-a,1060,n9000-13.2(1m),aliv,FDO24200HGQ,aleaf-kys-hkt-a06-0,N9K-C93108TC-FX
kys-hkt-a,1061,n9000-13.2(1m),aliv,FDO24530WCH,aleaf-kys-hkt-a06-1,
